PROPERTYID,PRICE,AREA,ROOMNUMBER,BATHNUMBER,STATUS,STUDIO,PENTHOUSE,DUPLEX,SWIMMINGPOOL,ELEVATOR,DISTRICTNAME
05203,171288,90,3,1,Second hand / Good state,0,0,0,0,1,San Blas
05204,503843,145,4,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05205,136388,55,2,1,Second hand / Needs reform,0,0,0,0,0,Hortaleza
05206,345123,80,2,1,Second hand / Good state,0,0,0,0,1,Chamberí
05207,367687,88,3,1,Second hand / Good state,0,0,0,1,1,Arganzuela
05208,344045,96,3,1,Second hand / Good state,0,0,0,0,1,Tetuán
05209,763947,138,4,2,Second hand / Needs reform,0,0,0,1,1,Retiro
05210,153673,107,3,2,Second hand / Good state,0,0,0,0,1,Usera
05211,118455,49,2,1,Second hand / Good state,0,0,0,0,0,Centro
05212,114269,52,3,1,Second hand / Good state,0,0,0,0,0,Latina
05213,266558,76,3,1,Second hand / Needs reform,0,0,0,0,0,Salamanca
05214,390878,75,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
05215,631970,146,4,2,Second hand / Needs reform,0,0,0,0,1,Chamartín
05216,146298,101,4,1,Second hand / Good state,0,0,1,0,0,Latina
05217,287413,128,3,2,Second hand / Good state,0,0,0,1,1,Puente de Vallecas
05218,1399726,188,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
05219,236537,44,1,1,Second hand / Needs reform,0,0,0,0,1,Centro
05220,142881,73,3,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
05221,801254,123,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
05222,441438,126,4,2,Second hand / Good state,0,0,0,0,1,Fuencarral
05223,77756,48,2,1,Second hand / Needs reform,0,0,0,0,0,Villa de Vallecas
05224,216798,59,1,1,Second hand / Good state,0,0,0,0,0,Arganzuela
05225,410316,126,3,2,Second hand / Good state,0,0,0,0,1,Barajas
05226,76371,65,3,1,Second hand / Unknown,0,0,0,0,0,Carabanchel
05227,497258,109,2,2,Second hand / Good state,0,0,0,0,1,Retiro
05228,394073,76,2,2,Second hand / Good state,0,1,0,1,1,Hortaleza
05229,760416,125,3,2,Second hand / Good state,0,0,0,0,1,San Blas
05230,441716,66,1,1,Second hand / Needs reform,0,0,0,0,1,Centro
05231,233050,98,2,2,Second hand / Good state,0,0,0,1,1,Puente de Vallecas
05232,692838,98,2,2,Second hand / Good state,0,0,0,0,0,Chamberí
05233,272981,124,3,2,New development,0,0,0,0,1,Vicálvaro
05234,263151,82,3,1,Second hand / Good state,0,0,0,0,1,San Blas
05235,100928,54,2,1,Second hand / Unknown,0,0,0,0,1,Carabanchel
05236,52098,51,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
05237,228518,71,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05238,212725,94,3,1,Second hand / Needs reform,0,0,0,0,1,Moratalaz
05239,466028,153,4,2,Second hand / Good state,0,0,0,0,1,Fuencarral
05240,594771,94,2,2,Second hand / Good state,0,0,0,0,0,Centro
05241,462767,145,1,2,Second hand / Needs reform,0,1,0,1,1,Ciudad Lineal
05242,278906,116,3,1,Second hand / Needs reform,0,0,0,0,1,Hortaleza
05243,102483,61,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05244,551691,166,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
05245,264750,61,2,2,Second hand / Unknown,0,1,0,0,0,Chamartín
05246,368883,91,2,2,Second hand / Good state,0,0,0,1,1,Moncloa
05247,311284,58,2,1,Second hand / Good state,0,0,0,0,0,Salamanca
05248,351022,62,1,1,Second hand / Good state,0,0,0,0,1,Centro
05249,212985,73,3,1,Second hand / Good state,0,0,0,0,0,Moncloa
05250,626917,217,8,2,Second hand / Good state,0,0,0,0,1,Retiro
05251,90611,56,2,1,Second hand / Good state,0,0,0,0,0,Villa de Vallecas
05252,138584,110,3,2,Second hand / Good state,0,0,0,0,1,Usera
05253,471548,105,3,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
05254,414324,60,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
05255,746810,170,3,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
05256,142759,71,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05257,177242,56,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05258,207849,75,2,1,Second hand / Good state,0,1,0,0,0,Tetuán
05259,237105,32,0,1,Second hand / Good state,1,1,0,0,1,Centro
05260,2340949,391,7,6,Second hand / Needs reform,0,0,0,0,1,Chamberí
05261,650032,137,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
05262,201122,89,3,1,Second hand / Good state,0,0,0,0,1,Moratalaz
05263,621543,72,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
05264,100158,54,3,1,Second hand / Good state,0,0,0,0,0,Latina
05265,236541,75,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05266,502053,152,4,2,Second hand / Needs reform,0,0,0,0,1,Retiro
05267,201641,38,3,1,Second hand / Needs reform,0,0,0,0,1,Centro
05268,460437,120,4,2,Second hand / Good state,0,0,0,0,1,Centro
05269,169690,77,2,2,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05270,223615,52,1,1,Second hand / Good state,0,1,0,0,1,Arganzuela
05271,763378,130,3,2,Second hand / Good state,0,1,0,1,1,Hortaleza
05272,319988,98,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
05273,178830,79,2,2,Second hand / Good state,0,0,0,0,1,Villaverde
05274,95446,70,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
05275,711663,134,4,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
05276,333470,91,3,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05277,342332,115,4,1,Second hand / Needs reform,0,0,0,0,1,Retiro
05278,473525,54,2,1,Second hand / Needs reform,0,1,0,0,1,Salamanca
05279,229042,126,2,1,Second hand / Needs reform,0,1,0,0,0,Moncloa
05280,444302,138,4,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05281,156457,40,1,1,Second hand / Good state,0,0,0,0,0,Arganzuela
05282,589484,92,2,2,Second hand / Good state,0,0,0,0,0,Centro
05283,231955,30,1,1,Second hand / Good state,0,1,0,0,1,Centro
05284,147864,54,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
05285,104409,49,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
05286,144335,66,2,1,Second hand / Needs reform,0,0,0,0,0,Hortaleza
05287,211231,91,2,2,Second hand / Good state,0,1,1,0,1,Carabanchel
05288,387221,89,3,1,Second hand / Needs reform,0,0,0,0,1,Chamartín
05289,690887,148,4,2,Second hand / Good state,0,0,0,0,1,Hortaleza
05290,149417,84,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05291,221664,38,1,1,Second hand / Good state,0,0,0,0,0,Centro
05292,60983,63,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05293,95492,60,2,1,Second hand / Good state,0,0,0,0,0,Usera
05294,714536,193,5,3,Second hand / Good state,0,0,0,0,1,Tetuán
05295,1141149,308,6,3,Second hand / Needs reform,0,0,0,0,1,Moncloa
05296,127451,47,2,1,Second hand / Good state,0,0,0,0,1,Moncloa
05297,96619,58,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05298,171426,40,2,1,Second hand / Good state,0,0,0,0,0,Arganzuela
05299,129382,79,4,1,Second hand / Needs reform,0,0,0,0,1,Latina
05300,599147,102,4,1,Second hand / Good state,0,0,0,0,1,Chamberí
05301,162548,59,2,1,Second hand / Good state,0,0,0,0,0,Latina
05302,507151,95,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
05303,902166,288,5,3,Second hand / Needs reform,0,0,0,1,1,Ciudad Lineal
05304,190446,82,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05305,801165,181,4,2,Second hand / Good state,0,0,0,1,1,San Blas
05306,231050,55,2,1,Second hand / Good state,0,0,0,0,1,Retiro
05307,274765,43,1,1,Second hand / Good state,0,0,0,0,1,Centro
05308,427031,121,3,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
05309,211248,55,1,1,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
05310,728351,165,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
05311,315988,59,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
05312,183579,71,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05313,186960,41,1,1,Second hand / Needs reform,0,0,0,0,0,Salamanca
05314,117185,75,1,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05315,248920,139,3,2,Second hand / Good state,0,1,0,0,1,Villa de Vallecas
05316,6240751,1273,1,1,Second hand / Good state,0,0,0,0,0,Moncloa
05317,97940,70,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05318,369555,122,4,2,Second hand / Good state,0,0,0,0,1,Tetuán
05319,129046,31,1,1,Second hand / Good state,0,0,0,0,0,Tetuán
05320,156464,44,0,1,Second hand / Good state,1,0,0,0,0,Villa de Vallecas
05321,223336,63,2,1,Second hand / Good state,0,0,0,0,1,Fuencarral
05322,143442,61,2,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
05323,725281,133,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
05324,455115,122,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
05325,182150,78,3,1,Second hand / Good state,0,0,0,0,1,Hortaleza
05326,137064,65,3,1,Second hand / Good state,0,0,0,0,0,Fuencarral
05327,564292,141,3,2,Second hand / Good state,0,0,1,1,1,Fuencarral
05328,249614,39,2,1,Second hand / Good state,0,0,0,0,1,Centro
05329,390174,54,2,1,Second hand / Good state,0,0,0,0,1,Chamberí
05330,113941,91,3,1,Second hand / Good state,0,0,0,0,1,San Blas
05331,758087,145,4,2,Second hand / Unknown,0,0,0,0,1,Centro
05332,559587,106,4,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
05333,619302,99,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
05334,871594,199,4,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
05335,479181,114,2,2,Second hand / Unknown,0,0,0,0,1,Chamberí
05336,123319,91,3,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
05337,415449,111,3,2,Second hand / Needs reform,0,0,0,0,1,Tetuán
05338,325234,59,0,1,Second hand / Good state,1,0,0,0,1,Chamberí
05339,528545,107,3,2,Second hand / Good state,0,0,0,0,1,Retiro
05340,147972,66,3,1,Second hand / Needs reform,0,0,0,0,0,San Blas
05341,109099,84,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05342,123395,82,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05343,395009,99,2,1,Second hand / Needs reform,0,1,0,0,1,Retiro
05344,186872,60,2,1,Second hand / Good state,0,0,0,0,0,Latina
05345,1261007,103,2,2,Second hand / Good state,0,0,0,0,1,Centro
05346,236284,97,2,2,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
05347,65161,39,1,1,Second hand / Good state,0,0,0,0,0,Villaverde
05348,260836,60,1,1,New development,0,0,0,0,1,Tetuán
05349,44690,39,2,2,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05350,130017,55,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05351,117251,67,3,1,Second hand / Good state,0,0,0,0,0,Latina
05352,1044420,223,4,2,Second hand / Good state,0,0,0,0,1,Chamberí
05353,166671,43,1,1,Second hand / Good state,0,1,0,0,1,Puente de Vallecas
05354,896620,270,4,3,Second hand / Good state,0,0,0,1,1,Fuencarral
05355,251865,109,3,2,Second hand / Good state,0,0,0,0,1,Usera
05356,52637,43,2,1,Second hand / Needs reform,0,0,0,0,0,Usera
05357,133283,74,3,1,Second hand / Good state,0,0,0,0,0,Villa de Vallecas
05358,279322,61,2,1,Second hand / Needs reform,0,0,0,0,0,Centro
05359,117678,50,2,1,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
05360,1202953,208,2,1,Second hand / Good state,0,0,0,0,1,Centro
05361,380969,147,4,2,Second hand / Good state,0,0,0,0,1,Fuencarral
05362,717919,141,3,3,Second hand / Good state,0,0,0,0,1,Chamberí
05363,451239,98,4,2,Second hand / Good state,0,0,0,0,1,Tetuán
05364,382649,75,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
05365,185502,88,3,2,Second hand / Good state,0,0,0,0,1,Moratalaz
05366,501365,93,1,2,Second hand / Good state,0,0,0,0,1,Chamartín
05367,575015,118,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
05368,141008,85,3,1,Second hand / Unknown,0,0,0,0,0,Villaverde
05369,191915,97,3,2,Second hand / Unknown,0,0,0,0,1,Carabanchel
05370,271342,118,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
05371,514213,135,3,3,Second hand / Needs reform,0,0,0,0,1,Tetuán
05372,542892,102,2,2,Second hand / Good state,0,0,0,0,0,Moncloa
05373,294045,55,1,1,Second hand / Good state,0,0,0,1,1,Arganzuela
05374,128317,77,2,1,Second hand / Unknown,0,0,0,0,0,Moncloa
05375,106288,59,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
05376,331025,118,3,2,Second hand / Needs reform,0,0,0,0,1,Arganzuela
05377,718672,147,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
05378,96469,53,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05379,148772,64,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05380,103463,70,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
05381,414115,56,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
05382,191032,88,3,2,New development,0,0,0,1,1,Villaverde
05383,397070,125,3,2,Second hand / Needs reform,0,0,0,0,1,Chamartín
05384,312945,67,2,1,Second hand / Good state,0,0,0,0,1,Centro
05385,282255,42,1,1,Second hand / Good state,0,0,0,0,1,Centro
05386,378766,56,1,1,Second hand / Good state,0,0,0,1,1,Salamanca
05387,427828,107,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
05388,375511,76,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
05389,230119,72,2,1,Second hand / Good state,0,0,0,0,0,Tetuán
05390,323014,82,2,2,Second hand / Good state,0,0,0,0,1,Chamartín
05391,191945,69,3,1,Second hand / Needs reform,0,0,0,0,1,San Blas
05392,112226,47,1,1,Second hand / Good state,0,0,0,0,0,San Blas
05393,113896,31,1,1,Second hand / Needs reform,0,0,0,0,0,Centro
05394,923670,140,3,2,Second hand / Good state,0,0,0,0,1,Retiro
05395,837040,139,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
05396,283005,64,2,2,Second hand / Good state,0,0,0,0,1,Arganzuela
05397,244130,63,1,1,Second hand / Unknown,0,0,0,0,0,Centro
05398,135444,66,3,1,Second hand / Good state,0,0,0,0,0,Usera
05399,158323,78,2,1,New development,0,0,0,1,1,Vicálvaro
05400,162979,86,3,2,Second hand / Good state,0,0,0,0,1,Villaverde
05401,944905,116,2,2,Second hand / Good state,0,0,0,0,1,Moncloa
05402,132252,73,1,1,Second hand / Good state,0,0,0,0,1,Villaverde
05403,644778,135,5,2,Second hand / Good state,0,0,0,0,1,Retiro
05404,1102989,326,5,5,Second hand / Good state,0,0,0,1,1,Hortaleza
05405,233106,86,3,1,Second hand / Good state,0,0,0,0,1,Latina
05406,250114,118,4,2,Second hand / Good state,0,0,0,1,1,Villaverde
05407,152177,74,3,1,Second hand / Unknown,0,0,0,0,0,Usera
05408,327676,44,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
05409,349574,92,2,2,Second hand / Good state,0,0,0,0,1,Moncloa
05410,341836,75,2,2,Second hand / Good state,0,0,0,0,1,Retiro
05411,155261,68,3,1,Second hand / Good state,0,0,0,0,0,San Blas
05412,214873,71,2,1,Second hand / Needs reform,0,0,0,0,1,Latina
05413,131013,59,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
05414,131986,89,3,1,Second hand / Unknown,0,0,0,1,0,Villaverde
05415,99797,50,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
05416,130269,126,5,1,Second hand / Good state,0,0,0,0,1,Usera
05417,489767,124,2,2,Second hand / Good state,0,0,0,1,1,Moncloa
05418,152436,60,2,1,Second hand / Good state,0,0,0,0,1,Latina
05419,404419,44,0,1,Second hand / Good state,1,0,0,0,1,Salamanca
05420,1600861,177,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
05421,740243,137,3,2,Second hand / Good state,0,1,0,0,1,Salamanca
05422,1776828,304,5,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
05423,891746,106,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
05424,365110,102,4,1,Second hand / Needs reform,0,0,0,0,1,Centro
05425,43460,39,2,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
05426,163982,78,2,1,Second hand / Good state,0,0,0,0,1,Usera
05427,182978,68,1,1,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
05428,131015,64,1,1,Second hand / Good state,0,0,0,0,1,Carabanchel
05429,416510,118,2,1,Second hand / Good state,0,1,0,1,1,San Blas
05430,160660,45,2,1,Second hand / Needs reform,0,0,0,0,0,Chamberí
05431,573251,141,2,2,Second hand / Good state,0,1,0,1,1,Carabanchel
05432,280833,98,1,1,Second hand / Good state,0,1,0,1,1,San Blas
05433,6703971,1746,9,9,Second hand / Good state,0,0,0,0,1,Centro
05434,320517,85,3,2,Second hand / Good state,0,0,0,0,1,Moncloa
05435,596034,186,4,2,Second hand / Good state,0,0,0,0,1,Chamberí
05436,603215,129,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
05437,202327,98,2,2,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
05438,1635054,251,4,3,Second hand / Good state,0,1,0,0,1,Chamberí
05439,100844,64,2,2,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05440,709522,136,3,2,Second hand / Good state,0,1,0,0,1,Chamartín
05441,203851,73,3,1,Second hand / Good state,0,0,0,0,1,Chamberí
05442,248935,76,2,1,Second hand / Good state,0,0,0,0,1,Centro
05443,179572,100,3,1,Second hand / Good state,0,0,0,0,1,Usera
05444,266236,83,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
05445,210716,50,1,1,Second hand / Unknown,0,0,0,0,1,Retiro
05446,81992,23,1,1,Second hand / Unknown,0,0,0,0,1,Centro
05447,322901,142,3,2,Second hand / Good state,0,0,0,0,1,Carabanchel
05448,242164,71,2,1,Second hand / Unknown,0,0,0,0,1,Arganzuela
05449,144292,76,3,1,Second hand / Unknown,0,0,0,0,1,Chamartín
05450,144238,61,1,1,Second hand / Unknown,0,0,0,0,1,Retiro
05451,638117,118,2,2,Second hand / Good state,0,0,0,1,1,Fuencarral
05452,242015,39,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
05453,255711,83,2,1,Second hand / Good state,0,0,0,0,1,Tetuán
05454,4573133,300,4,4,Second hand / Good state,0,1,0,0,1,Retiro
05455,375163,98,2,2,Second hand / Good state,0,0,0,1,0,Hortaleza
05456,569224,121,1,2,Second hand / Good state,0,1,0,0,1,Chamartín
05457,1591687,225,4,4,Second hand / Good state,0,0,0,0,1,Chamartín
05458,183363,53,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05459,262890,120,2,2,Second hand / Good state,0,0,0,0,1,Retiro
05460,391416,106,2,2,Second hand / Good state,0,0,0,0,1,Chamberí
05461,839675,173,4,3,Second hand / Good state,0,1,1,1,1,Moratalaz
05462,318324,122,4,2,Second hand / Good state,0,0,0,0,1,Usera
05463,403999,87,2,1,Second hand / Needs reform,0,0,0,1,1,Retiro
05464,991332,265,5,3,Second hand / Good state,0,0,0,0,1,Tetuán
05465,906284,183,3,3,Second hand / Good state,0,1,0,0,1,Chamberí
05466,650098,209,4,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
05467,247310,65,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05468,2289697,290,4,4,Second hand / Needs reform,0,1,0,1,1,Chamartín
05469,437580,142,3,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05470,185314,83,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05471,292648,50,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
05472,686153,173,3,2,Second hand / Good state,0,0,0,0,1,Moncloa
05473,1462564,254,5,3,Second hand / Needs reform,0,0,0,0,0,Salamanca
05474,111055,74,2,1,Second hand / Needs reform,0,0,0,0,0,Hortaleza
05475,2871987,366,4,4,Second hand / Good state,0,0,0,0,1,Salamanca
05476,316240,76,2,1,Second hand / Good state,0,0,0,0,1,Centro
05477,2476062,289,5,4,Second hand / Needs reform,0,0,0,0,1,Salamanca
05478,383917,106,3,2,Second hand / Good state,0,0,0,1,1,San Blas
05479,347766,126,3,2,Second hand / Good state,0,0,0,0,1,Hortaleza
05480,450368,113,3,2,Second hand / Good state,0,0,0,0,0,Hortaleza
05481,599218,74,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
05482,147088,35,1,1,Second hand / Good state,0,0,0,0,0,Tetuán
05483,173816,53,2,1,Second hand / Good state,0,0,0,0,1,Retiro
05484,391015,84,3,1,Second hand / Good state,0,0,0,0,0,Chamberí
05485,1496320,308,4,4,Second hand / Good state,0,0,0,0,1,Tetuán
05486,350225,84,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
05487,132625,113,3,2,Second hand / Good state,0,0,0,0,1,Usera
05488,2901928,454,4,6,Second hand / Good state,0,0,0,0,1,Chamberí
05489,586900,142,1,2,Second hand / Good state,0,0,1,0,1,Centro
05490,453655,127,4,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
05491,867333,134,3,2,Second hand / Good state,0,0,0,1,1,Chamartín
05492,288655,96,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
05493,293714,79,4,2,Second hand / Good state,0,0,0,0,1,Carabanchel
05494,872770,266,4,4,Second hand / Good state,0,0,0,1,1,Fuencarral
05495,1967960,427,6,5,Second hand / Good state,0,0,0,0,1,Chamartín
05496,577635,100,2,1,Second hand / Good state,0,0,0,0,1,Chamartín
05497,465900,128,4,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
05498,1540356,221,4,5,Second hand / Good state,0,0,0,0,1,Salamanca
05499,231524,147,4,2,Second hand / Good state,0,0,0,1,1,Villaverde
05500,89967,70,0,1,Second hand / Needs reform,0,0,0,0,0,Fuencarral
05501,227343,75,2,2,Second hand / Unknown,0,0,1,0,0,Carabanchel
05502,599051,146,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
05503,254189,59,2,1,Second hand / Good state,0,0,0,0,0,Tetuán
05504,146852,54,2,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
05505,535637,161,4,3,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
05506,924430,197,5,4,Second hand / Good state,0,1,1,1,1,Ciudad Lineal
05507,628685,169,4,2,Second hand / Good state,0,0,0,0,1,Chamartín
05508,1782663,420,4,4,Second hand / Good state,0,0,0,0,1,Salamanca
05509,114493,80,2,1,Second hand / Good state,0,0,0,0,0,Usera
05510,1589945,372,6,2,Second hand / Good state,0,0,0,0,1,Salamanca
05511,276881,97,2,2,Second hand / Unknown,0,0,0,1,1,Villa de Vallecas
05512,136779,37,0,1,Second hand / Good state,1,0,0,0,1,Usera
05513,121712,35,1,1,Second hand / Good state,0,0,0,0,1,Fuencarral
05514,204553,93,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
05515,318566,131,4,3,Second hand / Good state,0,0,0,0,1,Villaverde
05516,238500,59,1,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05517,395405,75,3,1,Second hand / Good state,0,0,0,0,1,Tetuán
05518,90310,68,3,1,Second hand / Unknown,0,0,0,0,0,Usera
05519,239244,72,4,1,Second hand / Good state,0,0,0,0,1,Arganzuela
